approved,country,description,eiaid,enddate,is_default,label,name,revisions,sector,servicetype,source,sourceparent,startdate,uri,utility
False,USA,"Schedule A-10 is a demand metered rate schedule for general service customers.  Schedule A-10 applies to single-phase and polyphase alternating-current service (for a description of  these terms, see Section D of Rule 2*).  This schedule is not available to residential or agricultural service for which a residential or agricultural schedule is applicable, except for single-phase and polyphase service in common areas in a multifamily complex (see Common-Area Accounts section). Under Rate Schedule A-10, there is a limit on the demand (the number of kilowatts (kW)) the customer may require from the PG&E system.  If the customer's demand exceeds 499 kW for three consecutive months, the customer's account will be transferred to Schedule E-19 or E-20. Under Rate Schedule A-10, a bundled service customer with a maximum demand of 200 kW or greater for three consecutive months must have an interval data meter that can be read remotely by PG&E and pay the time-of-use (TOU) charges in accordance with the terms and conditions of this rate schedule.",14328,1458716400,False,555249105457a3293b8b456e,A-10 Medium General Demand Service TOU Secondary Voltage,"[1431434416, 1431434587, 1431435204, 1464627633, 1548765710, 1555541857]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_A-10.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1425196800,https://apps.openei.org/IURDB/rate/view/555249105457a3293b8b456e,Pacific Gas & Electric Co
True,USA,Time of Use Rate for Primary Voltage.,14328,1458716400,,55524b2e5457a307638b4567,A-10 Medium General Demand Service TOU Primary,"[1431434958, 1431435113, 1464627873]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_A-10.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1425196800,https://apps.openei.org/IURDB/rate/view/55524b2e5457a307638b4567,Pacific Gas & Electric Co
True,USA,"If the customer's demand exceeds 499 kW for three consecutive months, the customer's account will be transferred to Schedule E-19 or E-20.",14328,1458716400,,55524e4d5457a307638b4568,A-10 Medium General Demand Service TOU Transmission Voltage,"[1431435757, 1431436818, 1464628054]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_A-10.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1425196800,https://apps.openei.org/IURDB/rate/view/55524e4d5457a307638b4568,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter&trade;. Rates B and C apply to all other customers.

Rates B and C will apply to those customers whose maximum demand is 200 kW or greater for three consecutive months and select this schedule upon the initial installation of the interval data meter, unless the customer was on Rate E or F as of May 1, 2006 and is not billed via SmartMeter&trade;.",14328,1458716400,,5552621d5457a307558b456b,Agriculture Power TOU (AG-4B),"[1431440829, 1431440981, 1464686670]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,http://www.pge.com/tariffs/ERS.SHTML,1425196800,https://apps.openei.org/IURDB/rate/view/5552621d5457a307558b456b,Pacific Gas & Electric Co
True,USA,"Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking 
voluntary TOU service under this rate schedule will no longer be applied if the customer 
has a SmartMeter&trade; installed.

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1458716400,,555377fc5457a32c2f8b4568,E-19 Medium General Demand- TOU (Secondary),"[1431511964, 1431514358, 1464689184]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML,1425196800,https://apps.openei.org/IURDB/rate/view/555377fc5457a32c2f8b4568,Pacific Gas & Electric Co
True,USA,"Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking voluntary TOU service under this rate schedule will no longer be applied if the customer has a SmartMeter&trade; installed.

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1458716400,,555382805457a3352f8b4569,E-19 Medium General Demand- TOU (Transmission),"[1431514656, 1431514940, 1464689656]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML,1425196800,https://apps.openei.org/IURDB/rate/view/555382805457a3352f8b4569,Pacific Gas & Electric Co
True,USA,"Applies to customers who were on A-6 as of May 1, 2006.

Fixed Monthly Charge is the Total Customer Charge per day, averaged out for a month. ($0.20107 per meter per day * 365 days/ 12 months).",14328,1483167600,,574cc2495457a3c01f5e62a7,A-6 Small General Service TOU Meter Charge (A-6),"[1464626665, 1464626751, 1483627855]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_A-6.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1458802800,https://apps.openei.org/IURDB/rate/view/574cc2495457a3c01f5e62a7,Pacific Gas & Electric Co
True,USA,"Applies to customers who were on Rate X as of May 1, 2006 or who enroll
on A-6 on or after May 1, 2006

Fixed Monthly Charge is the Total Customer Charge per day, averaged out for a month. ($0.20107 per meter per day * 365 days/ 12 months).",14328,1483167600,,574cc3475457a37c445e62a0,A-6 Small General Service TOU Meter Charge (X),"[1464626919, 1464627022, 1483628271]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_A-6.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1458802800,https://apps.openei.org/IURDB/rate/view/574cc3475457a37c445e62a0,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output.",14328,1483167600,,574da8e05457a3d3795e629d,Agriculture Power AG-1 (Rate B),"[1464685696, 1464685902, 1464778356, 1483699733]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-1.pdf,http://www.pge.com/tariffs/ERS.SHTML,1458802800,https://apps.openei.org/IURDB/rate/view/574da8e05457a3d3795e629d,Pacific Gas & Electric Co
True,USA,"Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking voluntary TOU service under this rate schedule will no longer be applied if the customer has a SmartMeter&trade; installed.

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1483167600,,58090f0b5457a32b76cc986e,E-19 -Medium General Demand- TOU (Primary),"[1476967083, 1476967592, 1483698130]",Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML,1475301600,https://apps.openei.org/IURDB/rate/view/58090f0b5457a32b76cc986e,Pacific Gas & Electric Co
False,USA,"Applies to single-motor installations with a connected load rated less than 35 horsepower and to all multi-load installations aggregating less than 15 horsepower or kilowatts. Rate D applies to customers who were on Rate D as of May 1, 2006 and are not billed via SmartMeter&trade;. Rate A applies to all other customers. Peak Day Pricing Rates apply to this rate. Peak Day Pricing events occur between 9 and 15 times a year.",14328,1653980400,False,5cbf6e855457a3a915671080,Agriculture Power TOU Rate (AG-4A),"[1556027941, 1556028107, 1559763187, 1658157892]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,https://www.pge.com/tariffs/index.page,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf6e855457a3a915671080,Pacific Gas & Electric Co
False,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter&trade;. Rates B and C apply to all other customers.

Rates B and C will apply to those customers whose maximum demand is 200 kW or greater for three consecutive months and select this schedule upon the initial installation of the interval data meter, unless the customer was on Rate E or F as of May 1, 2006 and is not billed via SmartMeter&trade;.",14328,1653980400,False,5cbf6f445457a30917671080,Agriculture Power TOU Rate (AG-4B),"[1556028132, 1556028299, 1559763092, 1658158251]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,https://www.pge.com/tariffs/index.page,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf6f445457a30917671080,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter&trade;. Rates B and C apply to all other customers.
Rates B and C will apply to those customers whose maximum demand is 200 kW or greater for three consecutive months and select this schedule upon the initial installation of the interval data meter, unless the customer was on Rate E or F as of May 1, 2006 and is not billed via SmartMeter&trade;.

Peak Day Pricing Rates apply to this rate. Peak Day Pricing events occur between 9 and 15 times a year.",14328,1653980400,False,5cbf70055457a34e4067107f,Agriculture Power TOU Rate (AG-4C),"[1556028325, 1556028502, 1658160015]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,https://www.pge.com/tariffs/index.page,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf70055457a34e4067107f,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations with a connected load rated less than 35 horsepower and to all multi-load installations aggregating less than 15 horsepower or kilowatts. Rate D applies to customers who were on Rate D as of May 1, 2006 and are not billed via SmartMeter&trade;. Rate A applies to all other customers.",14328,1653980400,False,5cbf71155457a30917671081,Agriculture Power TOU Rate (AG-4D),"[1556028597, 1556028709, 1658159864]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,https://www.pge.com/tariffs/index.page,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf71155457a30917671081,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter&trade;. Rates B and C apply to all other customers.",14328,1653980400,False,5cbf71a75457a3d119671082,Agriculture Power TOU Rate (AG-4E),"[1556028743, 1556028858, 1658159669]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,https://www.pge.com/tariffs/index.page,1554102000,https://apps.openei.org/IURDB/rate/view/5cbf71a75457a3d119671082,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter&trade;. Rates B and C apply to all other customers.",14328,1653980400,False,5cbf72345457a3303967107e,Agriculture Power TOU rate (AG-4F),"[1556028884, 1556029053, 1658158798]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,https://www.pge.com/tariffs/index.page,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf72345457a3303967107e,Pacific Gas & Electric Co
True,USA,"This schedule is available on a voluntary basis for customers with maximum billing demands less than 500 kW. Customers voluntarily taking service on this schedule are subject to all the terms and conditions below, unless otherwise specified in Section 14.

Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking voluntary TOU service under this rate schedule will no longer be applied if the customer has a SmartMeter&trade; installed. 

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1653980400,False,5cbf7e1b5457a3d119671083,"E-19 Medium General Demand TOU (Transmission, Voluntary)","[1556031931, 1556032040, 1658149324]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML,1553238000,https://apps.openei.org/IURDB/rate/view/5cbf7e1b5457a3d119671083,Pacific Gas & Electric Co
True,USA,"Option R for Solar: The Option R rate is available to qualifying E-19 customers, including voluntary E-19 customers, with PV systems that provide 15% or more of their annual electricity usage. For additional Option R details and program specifics, see Sections 3 and 20.",14328,1653980400,False,5cbf7f375457a30168671083,"E-19 Medium General Demand TOU Option R (Transmission, Voluntary)","[1556032215, 1556032290, 1658149479]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1553238000,https://apps.openei.org/IURDB/rate/view/5cbf7f375457a30168671083,Pacific Gas & Electric Co
True,USA,Applies to single-motor installations with a connected load rated less than 35 horsepower and to all multi-load installations aggregating less than15 horsepower or kilowatts.,14328,1653980400,False,5cbf81395457a3ac3b671080,Agriculture Power AG-1 (Rate A),"[1556032729, 1556032819, 1658180590]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-1.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf81395457a3ac3b671080,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output.",14328,1653980400,False,5cbf81ab5457a30917671082,Agriculture Power AG-1 (Rate B) Secondary,"[1556032843, 1556032917, 1658180451]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-1.pdf,http://www.pge.com/tariffs/ERS.SHTML,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf81ab5457a30917671082,Pacific Gas & Electric Co
True,USA,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output.",14328,1653980400,False,5cbf820f5457a3d119671084,Agriculture Power AG-1 (Rate B) Primary,"[1556032943, 1556034126, 1658180281]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-1.pdf,http://www.pge.com/tariffs/ERS.SHTML,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf820f5457a3d119671084,Pacific Gas & Electric Co
True,USA,,14328,1653980400,False,5cbf88395457a30817671087,Large Agriculture Power TOU Rate (AG-5A),"[1556034521, 1556034650, 1658180087]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf88395457a30817671087,Pacific Gas & Electric Co
True,USA,,14328,1653980400,False,5cbf88e05457a39517671082,Large Agriculture Power TOU Rate (AG-5B),"[1556034688, 1556034829, 1658179931]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf88e05457a39517671082,Pacific Gas & Electric Co
True,USA,,14328,1653980400,False,5cbf89845457a30168671084,Large Agriculture Power TOU Rate (AG-5C),"[1556034852, 1556035102, 1658179269]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf89845457a30168671084,Pacific Gas & Electric Co
True,USA,,14328,1653980400,False,5cbf8a9d5457a39517671083,Large Agriculture Power TOU Rate (AG-5D),"[1556035133, 1556035225, 1658179124]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf8a9d5457a39517671083,Pacific Gas & Electric Co
True,USA,,14328,1653980400,False,5cbf8b0b5457a39517671084,Large Agriculture Power TOU Rate (AG-5E),"[1556035243, 1556035350, 1658178917]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf8b0b5457a39517671084,Pacific Gas & Electric Co
True,USA,,14328,1653980400,False,5cbf8b885457a34e40671082,Large Agriculture Power TOU Rate (AG-5F),"[1556035368, 1556035513, 1658161525]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1551427200,https://apps.openei.org/IURDB/rate/view/5cbf8b885457a34e40671082,Pacific Gas & Electric Co
False,USA,"Applies to customers who were on Rate W as of May 1, 2006.",14328,1653980400,False,5cef07665457a3f767f60fe3,A-6 Small General Service TOU Meter Charge (W),"[1559147270, 1559147325, 1559147600, 1658160817]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_A-6.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1556694000,https://apps.openei.org/IURDB/rate/view/5cef07665457a3f767f60fe3,Pacific Gas & Electric Co
False,USA,"This schedule is available on a voluntary basis for customers with maximum billing demands less than 500 kW. Customers voluntarily taking service on this schedule are subject to all the terms and conditions below, unless otherwise specified in Section 14.

Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking voluntary TOU service under this rate schedule will no longer be applied if the customer has a SmartMeter&trade; installed. 

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1653980400,False,5cef09e25457a3f767f60fe4,"E-19 Medium General Demand TOU (Primary, Voluntary)","[1559147906, 1559147976, 1658149151]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML,1556694000,https://apps.openei.org/IURDB/rate/view/5cef09e25457a3f767f60fe4,Pacific Gas & Electric Co
False,USA,"This schedule is available on a voluntary basis for customers with maximum billing demands less than 500 kW. Customers voluntarily taking service on this schedule are subject to all the terms and conditions below, unless otherwise specified in Section 14.

Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking voluntary TOU service under this rate schedule will no longer be applied if the customer has a SmartMeter&trade; installed.",14328,1653980400,False,5cef0a9a5457a3e63df60fe2,"E-19 Medium General Demand TOU (Secondary, Voluntary)","[1559148090, 1559148157, 1658149011]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1556694000,https://apps.openei.org/IURDB/rate/view/5cef0a9a5457a3e63df60fe2,Pacific Gas & Electric Co
False,USA,"Option R for Solar: The Option R rate is available to qualifying E-19 customers, including voluntary E-19 customers, with PV systems that provide 15% or more of their annual electricity usage. For additional Option R details and program specifics, see Sections 3 and 20.",14328,1653980400,False,5cef0b935457a33e3ff60fe1,"E-19 Medium General Demand TOU Option R (Primary, Voluntary)","[1559148339, 1559148409, 1559755433, 1658147984]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1556694000,https://apps.openei.org/IURDB/rate/view/5cef0b935457a33e3ff60fe1,Pacific Gas & Electric Co
False,USA,"Option R for Solar: The Option R rate is available to qualifying E-19 customers, including voluntary E-19 customers, with PV systems that provide 15% or more of their annual electricity usage. For additional Option R details and program specifics, see Sections 3 and 20.",14328,1653980400,False,5cef0c585457a3c225f60fe3,"E-19 Medium General Demand TOU Option R (Secondary, Voluntary)","[1559148536, 1559148597, 1559755184, 1658148806]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1556694000,https://apps.openei.org/IURDB/rate/view/5cef0c585457a3c225f60fe3,Pacific Gas & Electric Co
False,USA,"Applicable to metered service for traffic control-related equipment operating on a 24-hour
basis, owned by governmental agencies and located on streets, highways and other
publicly-dedicated outdoor ways and places. Streetlights on traffic circuits and other
equipment operating on a 24-hour basis in conformity with this rate design may also be
connected under this Schedule. Also applicable for service to these installations where
service is initially established in the name of a developer who has installed such systems
as required by a governmental agency, where ownership of facilities and responsibility for
service will ultimately be transferred to the jurisdiction requiring the installation. Nonconforming incidental load such as low voltage sprinkler controls may also be attached
where such loads do not exceed 5% of the total connected load served under a TC-1
Service Account. Maximum load per meter is 34,000 kWh per month.",14328,1711868400,False,5cf858095457a3d92b26c07f,TC-1 Traffic Control Service,"[1559757737, 1559757749, 1559763481, 1563807952, 1714057703]",Commercial,Bundled,https://www.pge.com/tariffs/assets/pdf/tariffbook/ELEC_SCHEDS_TC-1.pdf,https://www.pge.com/tariffs/index.page,1556694000,https://apps.openei.org/IURDB/rate/view/5cf858095457a3d92b26c07f,Pacific Gas & Electric Co
False,USA,"Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking voluntary TOU service under this rate schedule will no longer be applied if the customer has a SmartMeter&trade; installed.

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1653980400,False,5e0b921a5457a3ee07fa5c61,E-19 Medium General Demand TOU (Primary),"[1577791402, 1577791489, 1658133751]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML,1572588000,https://apps.openei.org/IURDB/rate/view/5e0b921a5457a3ee07fa5c61,Pacific Gas & Electric Co
False,USA,"Ongoing daily Time-of-Use (TOU) meter charges applicable to customers taking voluntary TOU service under this rate schedule will no longer be applied if the customer has a SmartMeter&trade; installed.

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1653980400,False,5e0b92f95457a3ee07fa5c62,E-19 Medium General Demand TOU (Transmission),"[1577791625, 1577791693, 1658133929]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML,1572588000,https://apps.openei.org/IURDB/rate/view/5e0b92f95457a3ee07fa5c62,Pacific Gas & Electric Co
False,USA,"Option R for Solar: The Option R rate is available to qualifying E-19 customers,
including voluntary E-19 customers, with PV systems that provide 15% or more of their
annual electricity usage. For additional Option R details and program specifics, see
Sections 3 and 20.",14328,1653980400,False,5e0b93695457a39434fa5c5f,E-19 Medium General Demand TOU Option R (Primary),"[1577791737, 1577791816, 1658147299]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1572588000,https://apps.openei.org/IURDB/rate/view/5e0b93695457a39434fa5c5f,Pacific Gas & Electric Co
False,USA,"Option R for Solar: The Option R rate is available to qualifying E-19 customers, including voluntary E-19 customers, with PV systems that provide 15% or more of their annual electricity usage. For additional Option R details and program specifics, see Sections 3 and 20.",14328,1653980400,False,5e0b943a5457a3ee07fa5c63,E-19 Medium General Demand TOU Option R (Transmission),"[1577791946, 1577791991, 1658147090]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-19.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1572588000,https://apps.openei.org/IURDB/rate/view/5e0b943a5457a3ee07fa5c63,Pacific Gas & Electric Co
False,USA,"An optional meter data access charge is applicable to this rate. Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year. A customer is eligible for service under Schedule E-20 if the customers maximum demand has exceeded 999 kilowatts for at least three consecutive months during the most recent 12-month period. A customer will be eligible for continued service on Schedule E-20 if its maximum demand has either: (1) Exceeded 999 kilowatts for at least 5 of the previous 12 billing months; or (2) Exceeded 999 kilowatts for any 3 consecutive billing months of the previous 14 billing months. If a customers demand history fails both of these tests, PG&E will transfer that customers account to service under a different applicable rate schedule.",14328,1653980400,False,5e0b94c15457a3f207fa5c60,E-20 Maximum demand of (1000 KW or more) (Primary),"[1577792081, 1577792164, 1658152802]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-20.pdf,http://www.pge.com/tariffs/ERS.SHTML,1572588000,https://apps.openei.org/IURDB/rate/view/5e0b94c15457a3f207fa5c60,Pacific Gas & Electric Co
False,USA,"An optional meter data access charge is applicable to this rate.

Peak Day Pricing Rates are applicable to customers taking this rate. A maximum of fifteen (15) PDP events and a minimum of nine (9) PDP events may be called in any calendar year.",14328,1653980400,False,5e0b95985457a3ee07fa5c64,E-20 Maximum demand of (1000 KW or more) (Transmission),"[1577792296, 1577792374, 1658152446]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-20.pdf,http://www.pge.com/tariffs/ERS.SHTML,1572588000,https://apps.openei.org/IURDB/rate/view/5e0b95985457a3ee07fa5c64,Pacific Gas & Electric Co
False,USA,"Option R for Solar: The Option R rate is available to qualifying E-20 customers, with solar photovoltaic (PV) systems that provide 15% or more of their annual electricity usage. For additional Option R details and program specifics, see Sections 3 and 18.",14328,1653980400,False,5e0b96025457a3f707fa5c62,E-20 Maximum demand of 1000KW or more Option R (Primary),"[1577792402, 1577792478, 1658154012]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-20.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1572588000,https://apps.openei.org/IURDB/rate/view/5e0b96025457a3f707fa5c62,Pacific Gas & Electric Co
False,USA,"Option R for Solar: The Option R rate is available to qualifying E-20 customers, with solar photovoltaic (PV) systems that provide 15% or more of their annual electricity usage. For additional Option R details and program specifics, see Sections 3 and 18.",14328,1693465200,False,5e0b96c85457a3f307fa5c5f,E-20 Maximum demand of 1000KW or more Option R (Transmission),"[1577792600, 1577792659, 1658153801, 1658154423, 1698405415]",Commercial,Bundled,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_E-20.pdf,http://www.pge.com/tariffs/ERS.SHTML#ERS,1572591600,https://apps.openei.org/IURDB/rate/view/5e0b96c85457a3f307fa5c5f,Pacific Gas & Electric Co
